Hospital,Area_pop,Distancia
H4,AP24,31.4
H4,AP25,44.69
H4,AP26,69.35
H4,AP27,27.59
H4,AP28,45.49
H4,AP29,21.26
H4,AP30,5.83
H5,AP1,67.01
H5,AP2,68.18
H5,AP3,2.24
H5,AP4,23.32
H5,AP5,79.4
H5,AP6,77.52
H5,AP7,23.09
H5,AP8,54.34
H5,AP9,60.75
H5,AP10,30.53
H5,AP11,89.89
H5,AP12,94.73
H5,AP13,39.36
H5,AP14,95.34
H5,AP15,49.98
H5,AP16,94.02
H5,AP17,74.06
H5,AP18,53.15
H5,AP19,53.76
H5,AP20,62.36
H5,AP21,30.41
H5,AP22,87.1
H5,AP23,46.01
H5,AP24,25.94
H5,AP25,66.48
H5,AP26,84.48
H5,AP27,28.43
H5,AP28,76.9
H5,AP29,62.39
H5,AP30,61.55
H6,AP1,67.68
H6,AP2,7.81
H6,AP3,65.31
H6,AP4,51.79
H6,AP5,58.01
H6,AP6,50.16
H6,AP7,44.78
H6,AP8,25.08
H6,AP9,45.61
H6,AP10,37.34
H6,AP11,54.71
H6,AP12,41.73
H6,AP13,28.86
H6,AP14,37.22
H6,AP15,17.09
H6,AP16,69.87
H6,AP17,75.0
H6,AP18,81.69
H6,AP19,56.36
H6,AP20,28.16
H6,AP21,43.42
H6,AP22,23.41
H6,AP23,39.41
H6,AP24,61.29
H6,AP25,19.24
H6,AP26,21.1
H6,AP27,55.8
H6,AP28,30.46
H6,AP29,79.76
H6,AP30,59.81
H7,AP1,86.83
H7,AP2,28.79
H7,AP3,97.49
H7,AP4,83.15
H7,AP5,69.32
H7,AP6,60.83
H7,AP7,76.24
H7,AP8,49.93
H7,AP9,65.12
H7,AP10,69.01
H7,AP11,57.97
H7,AP12,33.06
H7,AP13,60.07
H7,AP14,23.0
H7,AP15,48.04
H7,AP16,75.96
H7,AP17,92.66
H7,AP18,107.45
H7,AP19,79.25
H7,AP20,47.42
H7,AP21,74.33
H7,AP22,10.77
H7,AP23,66.76
H7,AP24,91.29
H7,AP25,37.01
H7,AP26,12.53
H7,AP27,85.43
H7,AP28,37.74
H7,AP29,102.53
H7,AP30,80.06
H8,AP1,39.2
H8,AP2,57.71
H8,AP3,26.91
H8,AP4,42.3
H8,AP5,53.24
H8,AP6,52.81
H8,AP7,15.81
H8,AP8,37.36
H8,AP9,35.74
H8,AP10,39.05
H8,AP11,65.8
H8,AP12,76.11
H8,AP13,43.86
H8,AP14,79.25
H8,AP15,49.2
H8,AP16,67.42
H8,AP17,46.32
H8,AP18,30.59
H8,AP19,26.25
H8,AP20,43.29
H8,AP21,44.18
H8,AP22,79.4
H8,AP23,57.72
H8,AP24,5.1
H8,AP25,50.96
H8,AP26,73.82
H8,AP27,1.0
H8,AP28,58.22
H8,AP29,36.5
H8,AP30,33.97
H9,AP1,9.49
H9,AP2,54.56
H9,AP3,61.55
H9,AP4,71.55
H9,AP5,20.22
H9,AP6,23.54
H9,AP7,43.05
H9,AP8,33.24
H9,AP9,13.04
H9,AP10,62.64
H9,AP11,36.12
H9,AP12,55.47
H9,AP13,62.65
H9,AP14,62.43
H9,AP15,61.07
H9,AP16,33.11
H9,AP17,17.12
H9,AP18,33.96
H9,AP19,8.6
H9,AP20,31.38
H9,AP21,69.89
H9,AP22,75.17
H9,AP23,79.08
H9,AP24,38.28
H9,AP25,42.19
H9,AP26,66.4
H9,AP27,34.06
H9,AP28,41.11
H9,AP29,25.24
H9,AP30,2.24
H10,AP1,47.51
H10,AP2,62.03
H10,AP3,18.6
H10,AP4,37.05
H10,AP5,61.77
H10,AP6,61.1
H10,AP7,15.62
H10,AP8,43.29
H10,AP9,44.01
H10,AP10,36.67
H10,AP11,74.0
H10,AP12,83.01
H10,AP13,43.01
H10,AP14,85.48
H10,AP15,50.25
H10,AP16,76.01
H10,AP17,54.41
H10,AP18,35.01
H10,AP19,34.83
H10,AP20,50.0
H10,AP21,40.52
H10,AP22,83.19
H10,AP23,55.15
H10,AP24,6.32
H10,AP25,56.72
H10,AP26,78.43
H10,AP27,9.43
H10,AP28,65.0
H10,AP29,43.01
H10,AP30,42.52
H11,AP1,34.71
H11,AP2,32.25
H11,AP3,69.64
H11,AP4,70.09
H11,AP5,20.0
H11,AP6,12.37
H11,AP7,46.52
H11,AP8,18.6
H11,AP9,14.32
H11,AP10,57.38
H11,AP11,21.26
H11,AP12,30.36
H11,AP13,53.54
H11,AP14,36.36
H11,AP15,47.17
H11,AP16,32.57
H11,AP17,40.5
H11,AP18,58.6
H11,AP19,29.55
H11,AP20,10.77
H11,AP21,65.19
H11,AP22,50.57
H11,AP23,69.35
H11,AP24,52.15
H11,AP25,19.1
H11,AP26,41.18
H11,AP27,46.27
H11,AP28,14.87
H11,AP29,51.4
H11,AP30,28.43
H12,AP1,28.44
H12,AP2,37.2
H12,AP3,52.33
H12,AP4,56.4
H12,AP5,28.43
H12,AP6,25.24
H12,AP7,30.0
H12,AP8,14.76
H12,AP9,9.43
H12,AP10,45.62
H12,AP11,37.58
H12,AP12,47.52
H12,AP13,44.38
H12,AP14,51.87
H12,AP15,42.01
H12,AP16,43.28
H12,AP17,36.22
H12,AP18,44.2
H12,AP19,16.64
H12,AP20,16.12
H12,AP21,53.24
H12,AP22,58.8
H12,AP23,60.88
H12,AP24,34.06
H12,AP25,26.25
H12,AP26,50.99
H12,AP27,28.16
H12,AP28,30.08
H12,AP29,40.22
H12,AP30,20.4
H13,AP1,30.15
H13,AP2,83.49
H13,AP3,55.32
H13,AP4,76.01
H13,AP5,53.76
H13,AP6,58.52
H13,AP7,50.22
H13,AP8,60.83
H13,AP9,46.14
H13,AP10,73.55
H13,AP11,70.61
H13,AP12,90.38
H13,AP13,77.79
H13,AP14,96.75
H13,AP15,81.39
H13,AP16,63.03
H13,AP17,31.4
H13,AP18,4.0
H13,AP19,31.06
H13,AP20,62.63
H13,AP21,78.64
H13,AP22,105.36
H13,AP23,92.2
H13,AP24,33.02
H13,AP25,73.0
H13,AP26,97.74
H13,AP27,34.71
H13,AP28,74.95
H13,AP29,12.17
H13,AP30,32.89
H14,AP1,39.46
H14,AP2,53.37
H14,AP3,92.66
H14,AP4,95.46
H14,AP5,16.0
H14,AP6,15.26
H14,AP7,70.46
H14,AP8,44.2
H14,AP9,32.2
H14,AP10,82.98
H14,AP11,6.0
H14,AP12,31.78
H14,AP13,79.06
H14,AP14,41.79
H14,AP15,72.01
H14,AP16,12.53
H14,AP17,40.5
H14,AP18,69.18
H14,AP19,43.74
H14,AP20,36.06
H14,AP21,90.79
H14,AP22,66.19
H14,AP23,94.67
H14,AP24,72.11
H14,AP25,41.44
H14,AP26,56.14
H14,AP27,66.85
H14,AP28,30.41
H14,AP29,58.05
H14,AP30,38.05
H15,AP1,20.1
H15,AP2,47.8
H15,AP3,50.61
H15,AP4,59.48
H15,AP5,28.65
H15,AP6,28.64
H15,AP7,31.06
H15,AP8,25.24
H15,AP9,12.0
H15,AP10,50.7
H15,AP11,41.77
H15,AP12,56.04
H15,AP13,51.16
H15,AP14,61.33
H15,AP15,50.64
H15,AP16,43.01
H15,AP17,28.16
H15,AP18,33.84
H15,AP19,6.32
H15,AP20,26.4
H15,AP21,57.87
H15,AP22,69.43
H15,AP23,67.48
H15,AP24,28.79
H15,AP25,36.8
H15,AP26,61.55
H15,AP27,23.71
H15,AP28,39.4
H15,AP29,29.68
H15,AP30,12.37
