Area_pop,Tipo_de_paciente,Qtd_pacientes,Dia
AP4,TP1,74,3
AP4,TP2,5,3
AP4,TP3,125,3
AP4,TP4,50,3
AP4,TP5,65,3
AP4,TP6,149,3
AP4,TP7,138,3
AP4,TP8,101,3
AP4,TP1,143,4
AP4,TP2,57,4
AP4,TP3,46,4
AP4,TP4,138,4
AP4,TP5,30,4
AP4,TP6,146,4
AP4,TP7,91,4
AP4,TP8,26,4
AP4,TP1,42,5
AP4,TP2,45,5
AP4,TP3,38,5
AP4,TP4,67,5
AP4,TP5,117,5
AP4,TP6,101,5
AP4,TP7,120,5
AP4,TP8,17,5
AP4,TP1,79,6
AP4,TP2,148,6
AP4,TP3,30,6
AP4,TP4,118,6
AP4,TP5,43,6
AP4,TP6,123,6
AP4,TP7,83,6
AP4,TP8,44,6
AP4,TP1,136,7
AP4,TP2,117,7
AP4,TP3,65,7
AP4,TP4,102,7
AP4,TP5,138,7
AP4,TP6,24,7
AP4,TP7,26,7
AP4,TP8,33,7
AP4,TP1,99,8
AP4,TP2,144,8
AP4,TP3,83,8
AP4,TP4,53,8
AP4,TP5,113,8
AP4,TP6,141,8
AP4,TP7,26,8
AP4,TP8,141,8
AP5,TP1,59,1
AP5,TP2,44,1
AP5,TP3,61,1
AP5,TP4,43,1
AP5,TP5,48,1
AP5,TP6,123,1
AP5,TP7,120,1
AP5,TP8,125,1
AP5,TP1,118,2
AP5,TP2,5,2
AP5,TP3,81,2
AP5,TP4,145,2
AP5,TP5,94,2
AP5,TP6,49,2
AP5,TP7,18,2
AP5,TP8,80,2
AP5,TP1,56,3
AP5,TP2,16,3
AP5,TP3,98,3
AP5,TP4,125,3
AP5,TP5,124,3
AP5,TP6,115,3
AP5,TP7,143,3
AP5,TP8,41,3
AP5,TP1,7,4
AP5,TP2,55,4
AP5,TP3,48,4
AP5,TP4,129,4
AP5,TP5,133,4
AP5,TP6,106,4
AP5,TP7,131,4
AP5,TP8,95,4
AP5,TP1,105,5
AP5,TP2,53,5
AP5,TP3,21,5
AP5,TP4,146,5
AP5,TP5,145,5
AP5,TP6,10,5
AP5,TP7,74,5
AP5,TP8,81,5
AP5,TP1,106,6
AP5,TP2,13,6
AP5,TP3,24,6
AP5,TP4,122,6
AP5,TP5,126,6
AP5,TP6,32,6
AP5,TP7,46,6
AP5,TP8,100,6
AP5,TP1,69,7
AP5,TP2,77,7
AP5,TP3,122,7
AP5,TP4,76,7
AP5,TP5,139,7
AP5,TP6,124,7
AP5,TP7,122,7
AP5,TP8,128,7
AP5,TP1,17,8
AP5,TP2,122,8
AP5,TP3,86,8
AP5,TP4,90,8
AP5,TP5,56,8
AP5,TP6,50,8
AP5,TP7,3,8
AP5,TP8,66,8
AP6,TP1,15,1
AP6,TP2,126,1
AP6,TP3,93,1
AP6,TP4,6,1
AP6,TP5,100,1
AP6,TP6,66,1
AP6,TP7,109,1
AP6,TP8,99,1
AP6,TP1,26,2
AP6,TP2,135,2
AP6,TP3,46,2
AP6,TP4,54,2
AP6,TP5,96,2
AP6,TP6,15,2
AP6,TP7,59,2
AP6,TP8,53,2
AP6,TP1,138,3
AP6,TP2,112,3
AP6,TP3,145,3
AP6,TP4,75,3
AP6,TP5,145,3
AP6,TP6,148,3
AP6,TP7,41,3
AP6,TP8,32,3
AP6,TP1,24,4
AP6,TP2,133,4
AP6,TP3,119,4
AP6,TP4,130,4
AP6,TP5,105,4
AP6,TP6,38,4
AP6,TP7,77,4
AP6,TP8,36,4
AP6,TP1,134,5
AP6,TP2,97,5
AP6,TP3,76,5
AP6,TP4,3,5
AP6,TP5,90,5
AP6,TP6,23,5
AP6,TP7,34,5
AP6,TP8,20,5
AP6,TP1,131,6
AP6,TP2,15,6
AP6,TP3,121,6
AP6,TP4,91,6
AP6,TP5,82,6
AP6,TP6,63,6
AP6,TP7,30,6
AP6,TP8,42,6
AP6,TP1,75,7
AP6,TP2,120,7
AP6,TP3,123,7
AP6,TP4,89,7
AP6,TP5,56,7
AP6,TP6,102,7
AP6,TP7,72,7
AP6,TP8,95,7
AP6,TP1,0,8
AP6,TP2,84,8
AP6,TP3,106,8
AP6,TP4,38,8
AP6,TP5,97,8
AP6,TP6,131,8
AP6,TP7,8,8
AP6,TP8,130,8
AP7,TP1,3,1
AP7,TP2,31,1
AP7,TP3,115,1
AP7,TP4,110,1
AP7,TP5,9,1
AP7,TP6,29,1
AP7,TP7,22,1
AP7,TP8,2,1
AP7,TP1,8,2
AP7,TP2,21,2
AP7,TP3,0,2
AP7,TP4,68,2
AP7,TP5,81,2
AP7,TP6,113,2
AP7,TP7,20,2
AP7,TP8,5,2
AP7,TP1,8,3
AP7,TP2,30,3
AP7,TP3,148,3
AP7,TP4,122,3
AP7,TP5,103,3
AP7,TP6,40,3
AP7,TP7,77,3
AP7,TP8,90,3
AP7,TP1,117,4
AP7,TP2,93,4
AP7,TP3,36,4
AP7,TP4,96,4
AP7,TP5,142,4
AP7,TP6,33,4
AP7,TP7,135,4
AP7,TP8,21,4
AP7,TP1,112,5
AP7,TP2,95,5
AP7,TP3,138,5
AP7,TP4,37,5
AP7,TP5,132,5
AP7,TP6,16,5
AP7,TP7,72,5
AP7,TP8,39,5
AP7,TP1,10,6
AP7,TP2,147,6
AP7,TP3,136,6
AP7,TP4,96,6
AP7,TP5,21,6
AP7,TP6,40,6
AP7,TP7,85,6
AP7,TP8,131,6
AP7,TP1,105,7
AP7,TP2,116,7
AP7,TP3,107,7
AP7,TP4,88,7
AP7,TP5,11,7
AP7,TP6,23,7
AP7,TP7,71,7
AP7,TP8,35,7
AP7,TP1,23,8
AP7,TP2,7,8
AP7,TP3,1,8
AP7,TP4,65,8
AP7,TP5,63,8
AP7,TP6,92,8
AP7,TP7,33,8
AP7,TP8,145,8
AP8,TP1,48,1
AP8,TP2,0,1
AP8,TP3,48,1
AP8,TP4,121,1
AP8,TP5,38,1
AP8,TP6,40,1
AP8,TP7,20,1
AP8,TP8,103,1
AP8,TP1,88,2
AP8,TP2,20,2
AP8,TP3,111,2
AP8,TP4,90,2
AP8,TP5,53,2
AP8,TP6,132,2
AP8,TP7,15,2
AP8,TP8,139,2
AP8,TP1,70,3
AP8,TP2,0,3
AP8,TP3,49,3
AP8,TP4,84,3
AP8,TP5,102,3
AP8,TP6,98,3
AP8,TP7,140,3
AP8,TP8,27,3
AP8,TP1,122,4
AP8,TP2,9,4
AP8,TP3,123,4
AP8,TP4,122,4
AP8,TP5,78,4
AP8,TP6,45,4
AP8,TP7,80,4
AP8,TP8,74,4
AP8,TP1,146,5
AP8,TP2,7,5
AP8,TP3,52,5
AP8,TP4,115,5
AP8,TP5,55,5
AP8,TP6,96,5
AP8,TP7,134,5
AP8,TP8,114,5
AP8,TP1,92,6
AP8,TP2,125,6
AP8,TP3,95,6
AP8,TP4,121,6
AP8,TP5,104,6
AP8,TP6,134,6
AP8,TP7,110,6
AP8,TP8,3,6
AP8,TP1,46,7
AP8,TP2,147,7
AP8,TP3,137,7
AP8,TP4,124,7
AP8,TP5,33,7
AP8,TP6,42,7
AP8,TP7,135,7
AP8,TP8,137,7
AP8,TP1,118,8
AP8,TP2,33,8
AP8,TP3,100,8
AP8,TP4,4,8
AP8,TP5,88,8
AP8,TP6,136,8
AP8,TP7,59,8
AP8,TP8,47,8
