Hospital,Area_pop,Distancia
H8,AP12,89.05
H8,AP13,10.0
H8,AP14,93.94
H8,AP15,75.06
H8,AP16,79.65
H8,AP17,58.22
H8,AP18,69.89
H8,AP19,51.43
H8,AP20,19.42
H8,AP21,51.0
H8,AP22,38.08
H8,AP23,70.6
H8,AP24,101.18
H8,AP25,7.07
H8,AP26,65.12
H8,AP27,7.0
H8,AP28,89.55
H8,AP29,83.17
H8,AP30,44.92
H9,AP1,83.82
H9,AP2,91.35
H9,AP3,34.71
H9,AP4,72.47
H9,AP5,76.01
H9,AP6,66.89
H9,AP7,104.86
H9,AP8,16.12
H9,AP9,12.17
H9,AP10,96.3
H9,AP11,67.88
H9,AP12,32.25
H9,AP13,100.69
H9,AP14,10.63
H9,AP15,50.6
H9,AP16,56.3
H9,AP17,65.0
H9,AP18,52.47
H9,AP19,68.18
H9,AP20,92.7
H9,AP21,64.82
H9,AP22,83.19
H9,AP23,35.9
H9,AP24,24.76
H9,AP25,97.75
H9,AP26,47.43
H9,AP27,101.08
H9,AP28,63.13
H9,AP29,27.73
H9,AP30,78.41
H10,AP1,51.2
H10,AP2,62.97
H10,AP3,61.33
H10,AP4,36.25
H10,AP5,75.29
H10,AP6,42.19
H10,AP7,61.4
H10,AP8,78.45
H10,AP9,82.04
H10,AP10,27.78
H10,AP11,57.98
H10,AP12,81.94
H10,AP13,58.14
H10,AP14,71.45
H10,AP15,79.81
H10,AP16,31.62
H10,AP17,73.25
H10,AP18,27.66
H10,AP19,12.53
H10,AP20,33.96
H10,AP21,65.0
H10,AP22,15.3
H10,AP23,44.91
H10,AP24,64.29
H10,AP25,51.24
H10,AP26,65.6
H10,AP27,46.57
H10,AP28,38.42
H10,AP29,71.87
H10,AP30,9.06
