Hospital,Area_pop,Distancia
H4,AP21,285.73
H4,AP22,297.03
H4,AP23,28.02
H4,AP24,126.66
H4,AP25,125.42
H4,AP26,105.32
H4,AP27,112.68
H4,AP28,425.7
H4,AP29,310.3
H4,AP30,93.24
H5,AP1,238.03
H5,AP2,131.19
H5,AP3,194.25
H5,AP4,347.13
H5,AP5,95.52
H5,AP6,299.48
H5,AP7,149.63
H5,AP8,175.48
H5,AP9,268.56
H5,AP10,123.49
H5,AP11,80.65
H5,AP12,173.08
H5,AP13,289.08
H5,AP14,220.82
H5,AP15,336.15
H5,AP16,332.87
H5,AP17,43.01
H5,AP18,46.39
H5,AP19,187.77
H5,AP20,122.07
H5,AP21,37.01
H5,AP22,71.45
H5,AP23,287.24
H5,AP24,432.36
H5,AP25,419.76
H5,AP26,284.38
H5,AP27,401.32
H5,AP28,229.11
H5,AP29,295.11
H5,AP30,363.01
H6,AP1,258.28
H6,AP2,99.02
H6,AP3,242.24
H6,AP4,387.51
H6,AP5,241.25
H6,AP6,138.54
H6,AP7,65.86
H6,AP8,266.24
H6,AP9,81.44
H6,AP10,139.23
H6,AP11,271.59
H6,AP12,154.74
H6,AP13,378.16
H6,AP14,59.06
H6,AP15,260.16
H6,AP16,147.68
H6,AP17,219.97
H6,AP18,159.82
H6,AP19,47.42
H6,AP20,269.43
H6,AP21,174.14
H6,AP22,184.0
H6,AP23,85.15
H6,AP24,227.67
H6,AP25,216.12
H6,AP26,134.47
H6,AP27,216.12
H6,AP28,352.46
H6,AP29,288.11
H6,AP30,184.4
H7,AP1,244.24
H7,AP2,335.77
H7,AP3,286.15
H7,AP4,263.5
H7,AP5,533.63
H7,AP6,220.99
H7,AP7,342.27
H7,AP8,332.42
H7,AP9,283.98
H7,AP10,326.91
H7,AP11,528.67
H7,AP12,275.98
H7,AP13,340.46
H7,AP14,292.62
H7,AP15,113.22
H7,AP16,248.6
H7,AP17,488.09
H7,AP18,412.48
H7,AP19,397.61
H7,AP20,400.43
H7,AP21,444.32
H7,AP22,480.8
H7,AP23,315.13
H7,AP24,371.16
H7,AP25,391.15
H7,AP26,218.68
H7,AP27,233.14
H7,AP28,386.19
H7,AP29,193.0
H7,AP30,221.05
H8,AP1,374.07
H8,AP2,199.85
H8,AP3,340.33
H8,AP4,500.11
H8,AP5,139.39
H8,AP6,313.29
H8,AP7,181.8
H8,AP8,340.21
H8,AP9,254.89
H8,AP10,230.5
H8,AP11,197.84
H8,AP12,275.2
H8,AP13,460.04
H8,AP14,229.9
H8,AP15,420.21
H8,AP16,318.2
H8,AP17,162.01
H8,AP18,171.14
H8,AP19,127.64
H8,AP20,302.99
H8,AP21,151.01
H8,AP22,115.16
H8,AP23,245.72
H8,AP24,351.75
H8,AP25,329.01
H8,AP26,308.1
H8,AP27,383.44
H8,AP28,408.6
H8,AP29,420.53
H8,AP30,355.98
H9,AP1,194.26
H9,AP2,74.33
H9,AP3,154.51
H9,AP4,313.5
H9,AP5,143.01
H9,AP6,242.02
H9,AP7,97.86
H9,AP8,149.21
H9,AP9,215.13
H9,AP10,65.76
H9,AP11,139.18
H9,AP12,116.76
H9,AP13,269.01
H9,AP14,166.31
H9,AP15,280.4
H9,AP16,277.61
H9,AP17,95.52
H9,AP18,22.83
H9,AP19,153.91
H9,AP20,120.3
H9,AP21,54.82
H9,AP22,98.11
H9,AP23,237.7
H9,AP24,385.53
H9,AP25,375.46
H9,AP26,226.43
H9,AP27,345.31
H9,AP28,220.74
H9,AP29,248.31
H9,AP30,306.42
H10,AP1,139.81
H10,AP2,201.01
H10,AP3,101.6
H10,AP4,198.8
H10,AP5,258.31
H10,AP6,324.77
H10,AP7,234.47
H10,AP8,53.34
H10,AP9,327.04
H10,AP10,161.2
H10,AP11,214.85
H10,AP12,168.12
H10,AP13,123.31
H10,AP14,280.37
H10,AP15,278.0
H10,AP16,373.7
H10,AP17,207.33
H10,AP18,178.27
H10,AP19,308.24
H10,AP20,47.68
H10,AP21,198.31
H10,AP22,240.03
H10,AP23,360.9
H10,AP24,507.93
H10,AP25,504.53
H10,AP26,305.49
H10,AP27,430.75
H10,AP28,60.21
H10,AP29,194.03
H10,AP30,390.44
H11,AP1,353.01
H11,AP2,284.52
H11,AP3,365.62
H11,AP4,453.85
H11,AP5,457.63
H11,AP6,132.31
H11,AP7,262.48
H11,AP8,408.03
H11,AP9,143.54
H11,AP10,310.58
H11,AP11,484.99
H11,AP12,288.59
H11,AP13,487.94
H11,AP14,192.0
H11,AP15,256.73
H11,AP16,83.26
H11,AP17,433.61
H11,AP18,365.72
H11,AP19,255.0
H11,AP20,442.28
H11,AP21,386.09
H11,AP22,400.21
H11,AP23,132.23
H11,AP24,96.08
H11,AP25,118.88
H11,AP26,151.73
H11,AP27,42.58
H11,AP28,493.12
H11,AP29,344.8
H11,AP30,71.84
H12,AP1,118.11
H12,AP2,228.4
H12,AP3,159.05
H12,AP4,173.97
H12,AP5,417.81
H12,AP6,174.6
H12,AP7,243.23
H12,AP8,205.65
H12,AP9,226.02
H12,AP10,210.84
H12,AP11,407.04
H12,AP12,159.14
H12,AP13,230.08
H12,AP14,213.69
H12,AP15,28.32
H12,AP16,222.12
H12,AP17,369.61
H12,AP18,296.23
H12,AP19,312.74
H12,AP20,273.34
H12,AP21,328.69
H12,AP22,368.4
H12,AP23,265.12
H12,AP24,368.61
H12,AP25,380.18
H12,AP26,161.61
H12,AP27,243.82
H12,AP28,265.04
H12,AP29,74.46
H12,AP30,212.88
H13,AP1,223.39
H13,AP2,86.31
H13,AP3,212.43
H13,AP4,351.16
H13,AP5,261.82
H13,AP6,103.35
H13,AP7,60.83
H13,AP8,241.81
H13,AP9,58.22
H13,AP10,120.74
H13,AP11,284.04
H13,AP12,123.44
H13,AP13,348.46
H13,AP14,17.69
H13,AP15,218.01
H13,AP16,124.26
H13,AP17,233.02
H13,AP18,164.07
H13,AP19,87.42
H13,AP20,255.6
H13,AP21,185.02
H13,AP22,203.77
H13,AP23,81.84
H13,AP24,230.87
H13,AP25,224.59
H13,AP26,96.05
H13,AP27,193.66
H13,AP28,329.43
H13,AP29,249.13
H13,AP30,157.88
H14,AP1,193.44
H14,AP2,285.43
H14,AP3,234.27
H14,AP4,228.27
H14,AP5,481.96
H14,AP6,185.54
H14,AP7,293.9
H14,AP8,281.06
H14,AP9,246.66
H14,AP10,274.85
H14,AP11,476.0
H14,AP12,223.66
H14,AP13,297.69
H14,AP14,249.06
H14,AP15,60.37
H14,AP16,221.33
H14,AP17,435.87
H14,AP18,360.57
H14,AP19,353.51
H14,AP20,348.17
H14,AP21,392.58
H14,AP22,429.79
H14,AP23,281.1
H14,AP24,356.09
H14,AP25,372.94
H14,AP26,179.67
H14,AP27,220.49
H14,AP28,338.52
H14,AP29,145.38
H14,AP30,199.9
H15,AP1,229.65
H15,AP2,215.42
H15,AP3,250.19
H15,AP4,323.0
H15,AP5,413.36
H15,AP6,56.64
H15,AP7,207.79
H15,AP8,296.38
H15,AP9,118.7
H15,AP10,226.22
H15,AP11,424.99
H15,AP12,188.53
H15,AP13,362.64
H15,AP14,141.83
H15,AP15,125.8
H15,AP16,79.51
H15,AP17,376.9
H15,AP18,301.24
H15,AP19,242.53
H15,AP20,343.6
H15,AP21,328.91
H15,AP22,356.04
H15,AP23,145.8
H15,AP24,218.29
H15,AP25,232.64
H15,AP26,63.98
H15,AP27,92.96
H15,AP28,376.61
H15,AP29,214.77
H15,AP30,61.1
