Hospital,Area_pop,Distancia
H4,AP10,318.35
H4,AP11,139.36
H4,AP12,71.03
H4,AP13,193.22
H4,AP14,126.38
H4,AP15,139.34
H4,AP16,105.95
H4,AP17,104.2
H4,AP18,156.22
H4,AP19,251.02
H4,AP20,71.11
H4,AP21,139.53
H4,AP22,157.14
H4,AP23,248.23
H4,AP24,265.86
H4,AP25,299.38
H4,AP26,157.71
H4,AP27,207.13
H4,AP28,150.08
H4,AP29,311.1
H4,AP30,225.3
H5,AP1,388.34
H5,AP2,502.17
H5,AP3,227.11
H5,AP4,425.63
H5,AP5,56.22
H5,AP6,178.37
H5,AP7,263.32
H5,AP8,375.07
H5,AP9,350.29
H5,AP10,346.29
H5,AP11,265.27
H5,AP12,111.83
H5,AP13,350.14
H5,AP14,240.48
H5,AP15,27.0
H5,AP16,155.0
H5,AP17,257.95
H5,AP18,56.8
H5,AP19,406.31
H5,AP20,199.67
H5,AP21,292.06
H5,AP22,22.67
H5,AP23,91.39
H5,AP24,272.37
H5,AP25,402.49
H5,AP26,165.7
H5,AP27,310.7
H5,AP28,235.93
H5,AP29,378.36
H5,AP30,90.71
H6,AP1,311.04
H6,AP2,522.85
H6,AP3,161.3
H6,AP4,408.6
H6,AP5,109.56
H6,AP6,277.16
H6,AP7,218.69
H6,AP8,450.25
H6,AP9,396.24
H6,AP10,447.36
H6,AP11,327.25
H6,AP12,183.61
H6,AP13,380.16
H6,AP14,307.86
H6,AP15,93.04
H6,AP16,121.66
H6,AP17,296.47
H6,AP18,163.37
H6,AP19,439.17
H6,AP20,195.23
H6,AP21,331.7
H6,AP22,85.21
H6,AP23,158.45
H6,AP24,375.77
H6,AP25,480.03
H6,AP26,95.19
H6,AP27,386.05
H6,AP28,315.57
H6,AP29,300.11
H6,AP30,187.78
H7,AP1,350.39
H7,AP2,456.13
H7,AP3,188.82
H7,AP4,376.41
H7,AP5,102.45
H7,AP6,172.66
H7,AP7,218.11
H7,AP8,347.97
H7,AP9,309.74
H7,AP10,342.88
H7,AP11,230.27
H7,AP12,79.31
H7,AP13,305.24
H7,AP14,207.93
H7,AP15,26.91
H7,AP16,111.8
H7,AP17,214.25
H7,AP18,76.56
H7,AP19,362.41
H7,AP20,150.55
H7,AP21,249.07
H7,AP22,44.82
H7,AP23,140.63
H7,AP24,273.39
H7,AP25,376.97
H7,AP26,133.69
H7,AP27,283.39
H7,AP28,211.02
H7,AP29,340.92
H7,AP30,133.02
H8,AP1,276.38
H8,AP2,391.01
H8,AP3,120.1
H8,AP4,293.39
H8,AP5,182.08
H8,AP6,213.85
H8,AP7,134.5
H8,AP8,336.44
H8,AP9,266.06
H8,AP10,375.0
H8,AP11,207.7
H8,AP12,102.18
H8,AP13,247.31
H8,AP14,194.16
H8,AP15,108.16
H8,AP16,41.4
H8,AP17,165.89
H8,AP18,156.04
H8,AP19,306.35
H8,AP20,67.96
H8,AP21,200.68
H8,AP22,122.77
H8,AP23,224.85
H8,AP24,315.37
H8,AP25,367.6
H8,AP26,90.14
H8,AP27,274.97
H8,AP28,214.31
H8,AP29,267.94
H8,AP30,218.28
H9,AP1,343.43
H9,AP2,146.75
H9,AP3,282.45
H9,AP4,147.49
H9,AP5,411.83
H9,AP6,302.02
H9,AP7,223.04
H9,AP8,226.11
H9,AP9,90.6
H9,AP10,374.77
H9,AP11,154.05
H9,AP12,254.94
H9,AP13,31.62
H9,AP14,177.48
H9,AP15,336.59
H9,AP16,261.23
H9,AP17,105.7
H9,AP18,345.67
H9,AP19,72.03
H9,AP20,184.27
H9,AP21,82.61
H9,AP22,354.26
H9,AP23,444.06
H9,AP24,360.56
H9,AP25,252.24
H9,AP26,309.23
H9,AP27,204.92
H9,AP28,219.06
H9,AP29,342.91
H9,AP30,414.51
H10,AP1,455.92
H10,AP2,482.66
H10,AP3,295.63
H10,AP4,443.39
H10,AP5,130.25
H10,AP6,91.08
H10,AP7,314.59
H10,AP8,306.63
H10,AP9,314.12
H10,AP10,252.41
H10,AP11,219.21
H10,AP12,95.89
H10,AP13,329.97
H10,AP14,190.94
H10,AP15,110.89
H10,AP16,215.87
H10,AP17,238.82
H10,AP18,39.36
H10,AP19,379.67
H10,AP20,230.56
H10,AP21,267.55
H10,AP22,117.48
H10,AP23,128.71
H10,AP24,177.2
H10,AP25,330.64
H10,AP26,243.56
H10,AP27,245.18
H10,AP28,171.19
H10,AP29,446.97
H10,AP30,78.24
