Hospital,Area_pop,Distancia
H4,AP23,12.04
H4,AP24,35.51
H4,AP25,91.4
H4,AP26,90.03
H4,AP27,118.19
H4,AP28,25.96
H4,AP29,82.0
H4,AP30,69.35
H5,AP1,97.25
H5,AP2,11.4
H5,AP3,69.35
H5,AP4,63.01
H5,AP5,46.4
H5,AP6,82.3
H5,AP7,67.62
H5,AP8,31.0
H5,AP9,52.4
H5,AP10,60.13
H5,AP11,61.39
H5,AP12,78.1
H5,AP13,30.53
H5,AP14,21.02
H5,AP15,66.1
H5,AP16,101.71
H5,AP17,86.16
H5,AP18,76.54
H5,AP19,56.57
H5,AP20,96.25
H5,AP21,47.54
H5,AP22,41.15
H5,AP23,109.57
H5,AP24,79.08
H5,AP25,43.68
H5,AP26,29.07
H5,AP27,21.47
H5,AP28,90.0
H5,AP29,99.25
H5,AP30,68.03
H6,AP1,66.07
H6,AP2,82.87
H6,AP3,53.85
H6,AP4,114.56
H6,AP5,62.94
H6,AP6,24.02
H6,AP7,47.93
H6,AP8,94.15
H6,AP9,72.47
H6,AP10,29.7
H6,AP11,21.38
H6,AP12,13.34
H6,AP13,55.01
H6,AP14,80.1
H6,AP15,16.76
H6,AP16,68.36
H6,AP17,15.03
H6,AP18,55.79
H6,AP19,26.57
H6,AP20,56.44
H6,AP21,35.36
H6,AP22,66.1
H6,AP23,68.15
H6,AP24,60.64
H6,AP25,39.32
H6,AP26,55.36
H6,AP27,71.03
H6,AP28,71.57
H6,AP29,16.49
H6,AP30,19.85
H7,AP1,75.17
H7,AP2,26.4
H7,AP3,47.38
H7,AP4,68.94
H7,AP5,29.73
H7,AP6,55.44
H7,AP7,44.2
H7,AP8,41.11
H7,AP9,39.81
H7,AP10,33.24
H7,AP11,35.47
H7,AP12,51.16
H7,AP13,16.03
H7,AP14,33.42
H7,AP15,39.85
H7,AP16,79.51
H7,AP17,61.91
H7,AP18,54.49
H7,AP19,30.08
H7,AP20,72.4
H7,AP21,22.47
H7,AP22,38.08
H7,AP23,86.27
H7,AP24,58.0
H7,AP25,19.21
H7,AP26,2.83
H7,AP27,25.5
H7,AP28,70.29
H7,AP29,73.08
H7,AP30,41.05
H8,AP1,5.66
H8,AP2,91.55
H8,AP3,29.55
H8,AP4,90.8
H8,AP5,53.76
H8,AP6,38.47
H8,AP7,31.62
H8,AP8,89.11
H8,AP9,53.34
H8,AP10,49.65
H8,AP11,64.4
H8,AP12,50.01
H8,AP13,86.98
H8,AP14,109.2
H8,AP15,61.47
H8,AP16,6.0
H8,AP17,77.41
H8,AP18,22.47
H8,AP19,61.91
H8,AP20,6.0
H8,AP21,70.8
H8,AP22,107.81
H8,AP23,10.77
H8,AP24,21.21
H8,AP25,73.25
H8,AP26,73.01
H8,AP27,100.9
H8,AP28,18.36
H8,AP29,66.61
H8,AP30,51.08
H9,AP1,75.8
H9,AP2,99.16
H9,AP3,68.1
H9,AP4,130.91
H9,AP5,79.25
H9,AP6,35.47
H9,AP7,62.43
H9,AP8,110.79
H9,AP9,88.46
H9,AP10,46.1
H9,AP11,37.34
H9,AP12,27.8
H9,AP13,69.72
H9,AP14,94.13
H9,AP15,33.11
H9,AP16,77.32
H9,AP17,16.16
H9,AP18,68.94
H9,AP19,42.95
H9,AP20,65.38
H9,AP21,50.96
H9,AP22,77.78
H9,AP23,75.06
H9,AP24,73.54
H9,AP25,54.82
H9,AP26,71.69
H9,AP27,85.29
H9,AP28,83.24
H9,AP29,5.39
H9,AP30,36.12
H10,AP1,72.01
H10,AP2,98.68
H10,AP3,65.19
H10,AP4,128.97
H10,AP5,77.34
H10,AP6,32.2
H10,AP7,59.64
H10,AP8,109.66
H10,AP9,86.27
H10,AP10,44.41
H10,AP11,37.11
H10,AP12,25.46
H10,AP13,70.26
H10,AP14,95.01
H10,AP15,32.57
H10,AP16,73.44
H10,AP17,18.87
H10,AP18,65.74
H10,AP19,42.38
H10,AP20,61.52
H10,AP21,50.99
H10,AP22,79.43
H10,AP23,71.03
H10,AP24,70.26
H10,AP25,54.92
H10,AP26,71.17
H10,AP27,86.05
H10,AP28,79.7
H10,AP29,1.41
H10,AP30,34.41
